time,speed,course,dist,speed V10S,speed_V500m,jibe
2019-10-06 09:58:39+00:00,23.94,18.87112226955668,12.470157013550889,,4.0,
2019-10-06 09:58:40+00:00,24.045,20.04928579492318,18.893839046268788,,4.0,
2019-10-06 09:58:41+00:00,24.15,21.22744932028968,25.31752107898669,,4.0,
2019-10-06 09:58:42+00:00,24.49,23.408141415609464,12.736811153123671,,4.0,
2019-10-06 09:58:43+00:00,24.57,24.607987809091355,12.856170979604887,5.0,4.0,
2019-10-06 09:58:44+00:00,24.76,24.60803321179708,12.856175644344296,5.0,4.0,
2019-10-06 09:58:45+00:00,24.94,23.016673794355142,12.941441273185829,5.0,4.0,
2019-10-06 09:58:46+00:00,25.1,21.09515277427289,13.244027141322132,5.0,4.0,
2019-10-06 09:58:47+00:00,25.35,18.231343078909617,13.12673252347986,5.0,4.0,
2019-10-06 09:58:48+00:00,25.54,14.455208789169944,13.220254905897606,5.0,4.0,
2019-10-06 09:58:49+00:00,25.6,14.7000945283433,13.004784642228064,5.0,4.0,
2019-10-06 09:58:50+00:00,25.42,14.95322640070566,12.789559913785045,5.0,4.0,
2019-10-06 09:58:51+00:00,24.92,14.89208793763089,12.555546357058638,5.0,4.0,
2019-10-06 09:58:52+00:00,24.61,15.023801051945725,12.448000596020519,5.0,4.0,
2019-10-06 09:58:53+00:00,24.49,14.243391117809551,12.518657640506731,,4.0,
2019-10-06 09:58:54+00:00,24.47,15.485972754319675,12.359902161596803,,4.0,
2019-10-06 09:58:55+00:00,24.14,17.734343326655676,12.037963863832118,,4.0,
2019-10-06 09:58:56+00:00,23.83,18.40008358614881,11.849045624501796,,4.0,
2019-10-06 09:58:57+00:00,23.65,15.864373508986432,11.804193277102037,,4.0,
2019-10-06 09:58:58+00:00,23.5,13.089589742285511,11.657483506180695,,4.0,
2019-10-06 09:58:59+00:00,23.33,11.918514663388976,11.71853265507134,,4.0,
2019-10-06 09:59:00+00:00,23.25,13.789773400331853,11.691576911200194,,4.0,
2019-10-06 09:59:01+00:00,23.13,17.019793682077648,11.525400478463288,,4.0,
2019-10-06 09:59:02+00:00,23.05,17.88372475670542,11.463193440463174,,4.0,
2019-10-06 09:59:03+00:00,22.94,16.859358168722906,11.631894075443654,,4.0,
2019-10-06 09:59:04+00:00,22.94,15.466611382978954,11.55022964915388,,4.0,
2019-10-06 09:59:05+00:00,22.94,14.832233378754438,11.745970092849733,,4.0,
2019-10-06 09:59:06+00:00,22.94,14.694520263997276,11.853616177652645,,4.0,
2019-10-06 09:59:07+00:00,22.94,13.288385893080886,12.124494134475764,,4.0,
2019-10-06 09:59:08+00:00,22.96,11.081772979460425,12.59124204824342,,4.0,
2019-10-06 09:59:09+00:00,23.2,13.47227811793141,12.591631714243118,,4.0,
2019-10-06 09:59:10+00:00,23.38,15.813560916309996,12.379715064854864,,4.0,
2019-10-06 09:59:11+00:00,23.52,14.426559323854008,12.069113257391086,,4.0,
2019-10-06 09:59:12+00:00,23.52,12.833756833028303,12.216367420779765,,4.0,
2019-10-06 09:59:13+00:00,23.52,12.71883473278234,12.32493208470715,,4.0,
2019-10-06 09:59:14+00:00,23.52,13.83582005240288,12.267117081290014,,4.0,
2019-10-06 09:59:15+00:00,23.59,16.139772965800603,12.399911403831064,,4.0,
2019-10-06 09:59:16+00:00,23.71,17.281395350630817,12.590892917782869,,4.0,
2019-10-06 09:59:17+00:00,23.71,16.962209968449145,12.569303688759156,,4.0,
2019-10-06 09:59:18+00:00,23.91,18.07014970908807,12.29496668806222,,4.0,
2019-10-06 09:59:35+00:00,19.57,25.914919613623738,9.901184010943327,,,4.0
2019-10-06 09:59:36+00:00,19.44,24.986024082604217,10.070708663738117,,,4.0
2019-10-06 09:59:37+00:00,19.44,26.2954906824977,9.933462454638512,,,4.0
2019-10-06 09:59:38+00:00,19.44,23.97568513511652,9.746508869118898,,,4.0
2019-10-06 09:59:39+00:00,19.24,23.45477535349653,9.950351944017553,,,4.0
2019-10-06 09:59:40+00:00,19.24,24.102082911665434,9.87805543603377,,,4.0
2019-10-06 09:59:41+00:00,19.17,19.878113800544725,9.706532991874042,,,4.0
2019-10-06 09:59:42+00:00,18.74,3.677796568612507,9.147036129180687,,,4.0
2019-10-06 09:59:43+00:00,18.03,338.5213568361884,8.613152071311601,,,4.0
2019-10-06 09:59:44+00:00,17.29,314.552935556369,7.616278587981998,,,4.0
2019-10-06 09:59:45+00:00,15.01,292.48679279282914,6.112131451503945,,,4.0
2019-10-06 09:59:46+00:00,12.59,267.05469491301625,4.332961519486284,,,4.0
2019-10-06 09:59:47+00:00,9.72,240.0703405169254,2.4542491414162826,,,4.0
2019-10-06 09:59:48+00:00,7.445,221.00079839712805,3.38719380947719,,,4.0
2019-10-06 09:59:49+00:00,5.17,201.93125627733073,4.320138477538097,,,4.0
2019-10-06 09:59:50+00:00,5.24,208.01961564637529,3.2786019787562144,,,4.0
2019-10-06 09:59:51+00:00,5.86,216.85985889469882,4.034800982406356,,,4.0
2019-10-06 09:59:52+00:00,7.62,220.09281208857155,5.2385484134928,,,4.0
2019-10-06 09:59:53+00:00,9.1,220.92225135800268,5.59839173313497,,,4.0
2019-10-06 09:59:54+00:00,10.21,216.898537435744,5.985666443436425,,,4.0
2019-10-06 10:00:29+00:00,24.08,188.93083264547437,12.282734297602406,,2.0,
2019-10-06 10:00:30+00:00,23.75,187.36739831573732,12.010339214779506,,2.0,
2019-10-06 10:00:31+00:00,23.52,189.17930820445739,11.952935716856743,,2.0,
2019-10-06 10:00:32+00:00,23.57,191.94442296996203,12.402349491448199,,2.0,
2019-10-06 10:00:33+00:00,23.69,193.14720026473464,12.574740811882998,,2.0,
2019-10-06 10:00:34+00:00,24.18,193.91788987796556,12.500830283636914,,2.0,
2019-10-06 10:00:35+00:00,24.3,195.53731615827365,12.594058308196567,,2.0,
2019-10-06 10:00:36+00:00,24.22,196.9375566661717,12.334918878308702,,2.0,
2019-10-06 10:00:37+00:00,24.1,196.1393110132052,12.399880429305743,,2.0,
2019-10-06 10:00:38+00:00,24.13,194.56843328469998,12.536911708114214,,2.0,
2019-10-06 10:00:39+00:00,24.3,195.21524211026494,12.574604839970746,,2.0,
2019-10-06 10:00:40+00:00,24.38,196.49691862572143,12.654756380763862,,2.0,
2019-10-06 10:00:41+00:00,24.61,197.15145164775322,12.931546512506737,6.0,2.0,
2019-10-06 10:00:42+00:00,24.9,196.5588132086523,13.12335721441333,6.0,2.0,
2019-10-06 10:00:43+00:00,25.08,197.46133839501485,12.95335760854806,6.0,2.0,
2019-10-06 10:00:44+00:00,25.08,200.10228740304817,12.802420105615523,6.0,2.0,
2019-10-06 10:00:45+00:00,25.04,201.20045930375957,12.775841263427221,6.0,2.0,
2019-10-06 10:00:46+00:00,24.94,201.50640936085037,12.80254068338966,6.0,2.0,
2019-10-06 10:00:47+00:00,24.88,200.5845862366829,12.723528369839046,6.0,2.0,
2019-10-06 10:00:48+00:00,24.88,199.17208602780173,12.728469336997167,6.0,2.0,
2019-10-06 10:00:49+00:00,24.8,199.33797984892354,12.62337399023507,6.0,2.0,
2019-10-06 10:00:50+00:00,24.69,201.07286425770417,12.645549068350796,6.0,2.0,
2019-10-06 10:00:51+00:00,24.69,200.89295030631703,12.749483332155506,,2.0,
2019-10-06 10:00:52+00:00,24.69,201.25563523567354,12.54173107635026,,2.0,
2019-10-06 10:00:53+00:00,24.69,201.99703360107685,12.72629739030982,,2.0,
2019-10-06 10:00:54+00:00,24.69,201.81078213944684,12.829577176361772,,2.0,
2019-10-06 10:00:55+00:00,24.71,202.22899748288464,12.987763609862293,,2.0,
2019-10-06 10:00:56+00:00,24.96,203.12157439019717,13.072574558011132,,2.0,
2019-10-06 10:00:57+00:00,25.08,203.12152984799246,13.072570217890302,3.0,2.0,
2019-10-06 10:00:58+00:00,25.15,203.03543803329018,13.306132974998619,3.0,2.0,
2019-10-06 10:00:59+00:00,25.32,203.1374155892997,13.437288379206397,3.0,2.0,
2019-10-06 10:01:00+00:00,25.45,203.42429036267401,13.466267990264333,3.0,2.0,
2019-10-06 10:01:01+00:00,25.93,203.80402764594783,13.62701300909413,3.0,2.0,
2019-10-06 10:01:02+00:00,26.13,204.55942104388757,13.585534861208552,3.0,2.0,
2019-10-06 10:01:03+00:00,26.24,205.8035016796152,13.477649146078287,3.0,2.0,
2019-10-06 10:01:04+00:00,26.22,204.67019779806512,13.352572856761073,3.0,2.0,
2019-10-06 10:01:05+00:00,25.89,204.1180486106848,12.562546765459293,3.0,2.0,
2019-10-06 10:01:06+00:00,25.43,202.86050022140785,12.080857058724341,3.0,2.0,
2019-10-06 10:01:07+00:00,24.9,201.4992350114353,11.605469186319748,,2.0,
2019-10-06 10:01:08+00:00,24.4,198.76665712076894,11.169139576402877,,2.0,
2019-10-06 10:03:21+00:00,24.62,10.659565759106044,13.479630117231524,1.0,1.0,
2019-10-06 10:03:22+00:00,25.78,9.803539031096193,13.782235053972101,1.0,1.0,
2019-10-06 10:03:23+00:00,26.36,7.266305592903905,13.915371549466125,1.0,1.0,
2019-10-06 10:03:24+00:00,26.65,5.462537822432807,13.866590006755612,1.0,1.0,
2019-10-06 10:03:25+00:00,26.85,5.462551242084032,13.866590317332347,1.0,1.0,
2019-10-06 10:03:26+00:00,27.02,6.36604555380859,13.88926098709651,1.0,1.0,
2019-10-06 10:03:27+00:00,26.94,8.362661512275054,13.614416432795517,1.0,1.0,
2019-10-06 10:03:28+00:00,26.67,9.963826753864112,13.56290613406063,1.0,1.0,
2019-10-06 10:03:29+00:00,26.32,12.488750677391579,13.226009061508906,1.0,1.0,
2019-10-06 10:03:30+00:00,25.97,13.443139428061727,12.933465783822916,8.0,1.0,
2019-10-06 10:03:31+00:00,25.39,13.876847518182785,12.842615070540038,8.0,1.0,
2019-10-06 10:03:32+00:00,25.19,11.309393571209,12.714670357623174,8.0,1.0,
2019-10-06 10:03:33+00:00,25.02,11.408644335252632,12.605532411028092,8.0,1.0,
2019-10-06 10:03:34+00:00,24.86,13.591008166629422,12.483386368828132,8.0,1.0,
2019-10-06 10:03:35+00:00,24.61,14.498662451317841,12.302993785246876,8.0,1.0,
2019-10-06 10:03:36+00:00,24.41,14.629629639309542,12.195252927741748,8.0,1.0,
2019-10-06 10:03:37+00:00,24.22,14.898596889298346,11.979965823131074,8.0,1.0,
2019-10-06 10:03:38+00:00,24.1,12.72804961582824,11.983007984772577,8.0,1.0,
2019-10-06 10:03:39+00:00,24.1,11.24840187603985,12.03097280404442,8.0,1.0,
2019-10-06 10:03:40+00:00,23.91,11.045290042872352,12.249412996990838,,1.0,
2019-10-06 10:03:41+00:00,23.91,13.502495068842904,12.249772950040883,,1.0,
2019-10-06 10:03:42+00:00,23.91,14.829033201347215,12.321570754016115,,1.0,
2019-10-06 10:03:43+00:00,23.91,15.158224783002538,12.340546014872924,,1.0,
2019-10-06 10:03:44+00:00,23.91,16.464524479607405,12.420483449312032,,1.0,
2019-10-06 10:03:45+00:00,23.99,16.178395055988346,12.634152899321249,,1.0,
2019-10-06 10:03:46+00:00,24.1,17.599304033383532,12.612859389927056,,1.0,
2019-10-06 10:03:47+00:00,24.1,19.024144307239908,12.599346834777407,,1.0,
2019-10-06 10:03:48+00:00,24.1,20.137899858421235,12.568202924443687,,1.0,
2019-10-06 10:03:49+00:00,24.1,19.964663988106793,12.672778180000558,,1.0,
2019-10-06 10:03:50+00:00,24.1,18.23231358586895,12.657991225311264,,1.0,
2019-10-06 10:03:51+00:00,24.16,18.07600647543859,12.76377218129615,10.0,1.0,
2019-10-06 10:03:52+00:00,24.3,18.547114571979705,12.681133796712716,10.0,1.0,
2019-10-06 10:03:53+00:00,24.3,18.076079563792177,12.763777495596946,10.0,1.0,
2019-10-06 10:03:54+00:00,24.3,17.611135028719843,12.847272650569934,10.0,1.0,
2019-10-06 10:03:55+00:00,24.36,17.298885973381516,12.825276265085405,10.0,1.0,
2019-10-06 10:03:56+00:00,24.49,18.860838778260586,12.704663805943134,10.0,1.0,
2019-10-06 10:03:57+00:00,24.49,22.262622696516416,12.3894556615936,10.0,1.0,
2019-10-06 10:03:58+00:00,24.41,24.758186649706374,12.258732734923845,10.0,1.0,
2019-10-06 10:03:59+00:00,24.3,24.977934206797272,12.15773903794238,10.0,1.0,
2019-10-06 10:04:00+00:00,24.24,27.664910224682217,11.689025841900255,10.0,1.0,
2019-10-06 10:04:38+00:00,19.83,31.972134379750116,9.97315341954226,,,1.0
2019-10-06 10:04:39+00:00,19.81,31.97217335279811,9.973157654315347,,,1.0
2019-10-06 10:04:40+00:00,19.63,30.88731797070443,9.858418103506379,,,1.0
2019-10-06 10:04:41+00:00,19.57,30.853200665816985,9.725239679909336,,,1.0
2019-10-06 10:04:42+00:00,19.42,30.398837040502087,9.421563810381029,,,1.0
2019-10-06 10:04:43+00:00,19.17,28.18621305676504,9.472204324713307,,,1.0
2019-10-06 10:04:44+00:00,18.99,22.63665095682967,9.528257733813701,,,1.0
2019-10-06 10:04:45+00:00,18.8,10.145936988964763,9.160122567927983,,,1.0
2019-10-06 10:04:46+00:00,18.31,352.8691413605629,8.862791586189775,,,1.0
2019-10-06 10:04:47+00:00,17.84,333.1562095263911,8.608712564601902,,,1.0
2019-10-06 10:04:48+00:00,16.87,312.9496013990214,7.515464733650057,,,1.0
2019-10-06 10:04:49+00:00,15.01,290.53110401767407,6.0307250669257275,,,1.0
2019-10-06 10:04:50+00:00,12.52,271.3800380660086,4.6221577811081955,,,1.0
2019-10-06 10:04:51+00:00,9.95,242.02259471334793,3.322095894367941,,,1.0
2019-10-06 10:04:52+00:00,7.85,215.93342838320527,2.749649664488458,,,1.0
2019-10-06 10:04:53+00:00,6.57,212.22050304109266,3.0264075461460234,,,1.0
2019-10-06 10:04:54+00:00,6.3,212.35583617544097,3.4262662764126284,,,1.0
2019-10-06 10:04:55+00:00,6.54,213.38007923897032,3.7326935772858807,,,1.0
2019-10-06 10:04:56+00:00,6.95,220.58148295996014,4.397189291048433,,,1.0
2019-10-06 10:04:57+00:00,8.16,223.44490034971096,4.906400151200363,,,1.0
2019-10-06 10:05:22+00:00,24.8,204.0987087531799,13.29233751748779,4.0,,
2019-10-06 10:05:23+00:00,25.45,202.09220894608484,13.455701554483607,4.0,,
2019-10-06 10:05:24+00:00,25.88,199.7137121821873,13.480515432422013,4.0,,
2019-10-06 10:05:25+00:00,26.05,199.41967820579885,13.455949197555887,4.0,,
2019-10-06 10:05:26+00:00,26.05,198.5312960906743,13.384398962424452,4.0,,
2019-10-06 10:05:27+00:00,25.99,197.7798489582675,13.21005501055697,4.0,,
2019-10-06 10:05:28+00:00,25.83,197.31613936823763,13.059685940463796,4.0,,
2019-10-06 10:05:29+00:00,25.58,197.7715874106988,12.975648908621103,4.0,,
2019-10-06 10:05:30+00:00,25.31,198.86125829973682,12.70469272689219,4.0,,
2019-10-06 10:05:31+00:00,24.84,199.03988546088493,12.36501403174268,4.0,,
2019-10-06 10:06:10+00:00,22.16,203.60307551963876,11.905290226847766,,3.0,
2019-10-06 10:06:11+00:00,22.28,203.91927528045994,12.29958445649995,,3.0,
2019-10-06 10:06:12+00:00,22.6,202.8863683497391,12.445652978936584,,3.0,
2019-10-06 10:06:13+00:00,23.09,200.8102651649017,12.385211456350305,,3.0,
2019-10-06 10:06:14+00:00,23.39,200.49243160224768,12.35934413481317,,3.0,
2019-10-06 10:06:15+00:00,23.55,200.31324142097216,12.463676951188301,,3.0,
2019-10-06 10:06:16+00:00,23.77,199.1897471098516,12.494096597085973,,3.0,
2019-10-06 10:06:17+00:00,23.91,197.90957699512524,12.400768697290465,,3.0,
2019-10-06 10:06:18+00:00,23.91,198.88370791989092,12.235787346783628,,3.0,
2019-10-06 10:06:19+00:00,23.91,199.70604845040972,12.179180478963538,,3.0,
2019-10-06 10:06:20+00:00,23.85,197.90327226480647,12.166359369927095,,3.0,
2019-10-06 10:06:21+00:00,23.74,198.55189918118117,12.446644067304838,,3.0,
2019-10-06 10:06:22+00:00,23.91,199.0381409911447,12.364884114307637,,3.0,
2019-10-06 10:06:23+00:00,23.99,199.50648516233238,12.518372891349854,,3.0,
2019-10-06 10:06:24+00:00,24.1,198.54586280325123,12.681038085471439,,3.0,
2019-10-06 10:06:25+00:00,24.22,197.92101819497944,12.869552961186754,,3.0,
2019-10-06 10:06:26+00:00,24.52,200.37026911122507,13.062004348900263,,3.0,
2019-10-06 10:06:27+00:00,24.84,203.51622589299117,13.232848673586721,,3.0,
2019-10-06 10:06:28+00:00,25.31,204.7561382012519,13.484378735439108,2.0,3.0,
2019-10-06 10:06:29+00:00,25.78,206.15468782898304,13.641981329318108,2.0,3.0,
2019-10-06 10:06:30+00:00,26.1,206.7690379581029,13.839666983128621,2.0,3.0,
2019-10-06 10:06:31+00:00,26.51,204.45226342594574,13.818533176422868,2.0,3.0,
2019-10-06 10:06:32+00:00,26.63,202.3073844363801,13.716988224203648,2.0,3.0,
2019-10-06 10:06:33+00:00,26.58,203.23721019241333,13.568464055315786,2.0,3.0,
2019-10-06 10:06:34+00:00,26.46,204.47224493711258,13.453803860072433,2.0,3.0,
2019-10-06 10:06:35+00:00,26.3,204.87097219860382,13.251482177715843,2.0,3.0,
2019-10-06 10:06:36+00:00,25.89,204.1064066900197,12.927270422626195,2.0,3.0,
2019-10-06 10:06:37+00:00,25.6,202.49314115643682,12.650962451503501,7.0,3.0,
2019-10-06 10:06:38+00:00,25.43,202.8852259356516,12.445548228086212,7.0,3.0,
2019-10-06 10:06:39+00:00,25.01,204.75561834340266,12.258475049106746,7.0,3.0,
2019-10-06 10:06:40+00:00,24.8,205.15490218130168,12.421276744236811,7.0,3.0,
2019-10-06 10:06:41+00:00,24.69,204.93834983293357,12.522123802251814,7.0,3.0,
2019-10-06 10:06:42+00:00,24.69,206.6663770456893,12.581498527237606,7.0,3.0,2.0
2019-10-06 10:06:43+00:00,24.69,207.4928546399869,12.549141167829584,7.0,3.0,2.0
2019-10-06 10:06:44+00:00,24.61,203.6047691762532,12.26989631494909,7.0,3.0,2.0
2019-10-06 10:06:45+00:00,24.49,199.3796093912685,12.154574623387983,7.0,3.0,2.0
2019-10-06 10:06:46+00:00,24.43,199.7050075959794,12.179101235162191,7.0,3.0,2.0
2019-10-06 10:06:47+00:00,24.28,203.1796785096136,12.109485537931361,,3.0,2.0
2019-10-06 10:06:48+00:00,23.91,208.76452658261698,11.4290411458754,,3.0,2.0
2019-10-06 10:06:49+00:00,23.13,222.45579979284935,10.863403697415146,,3.0,2.0
2019-10-06 10:06:50+00:00,21.93,242.40798445396422,10.09433145228914,,,2.0
2019-10-06 10:06:51+00:00,19.98,266.9774738988823,8.44471907486424,,,2.0
2019-10-06 10:06:52+00:00,17.26,297.7938673745496,5.968337584166394,,,2.0
2019-10-06 10:06:53+00:00,14.18,333.47882918630813,4.105575484818441,,,2.0
2019-10-06 10:06:54+00:00,10.48,7.814282049997644,2.6967094885756726,,,2.0
2019-10-06 10:06:55+00:00,7.15,21.26867321853291,2.6280244044974146,,,2.0
2019-10-06 10:06:56+00:00,5.99,18.96729653517599,2.707345715133198,,,2.0
2019-10-06 10:06:57+00:00,5.71,16.91100130652916,3.0251198150774705,,,2.0
2019-10-06 10:06:58+00:00,6.14,14.547542508091908,3.7952197301472,,,2.0
2019-10-06 10:06:59+00:00,7.0,11.75123747314359,4.3206979045865745,,,2.0
2019-10-06 10:07:00+00:00,7.87,7.673939200510517,4.942320859508815,,,2.0
2019-10-06 10:07:01+00:00,8.58,8.411958980915358,5.513975443500183,,,2.0
2019-10-06 10:26:57+00:00,17.34,23.44584521025382,9.585666528418395,,,5.0
2019-10-06 10:26:58+00:00,17.87,22.676292120919868,9.892947000380207,,,5.0
2019-10-06 10:26:59+00:00,18.3,22.18934241639846,10.098742629231939,,,5.0
2019-10-06 10:27:00+00:00,18.62,22.33428530473111,10.229553512848243,,,5.0
2019-10-06 10:27:01+00:00,18.93,21.118496611088005,10.382086033841746,,,5.0
2019-10-06 10:27:02+00:00,19.13,16.055093080777112,10.077871516103974,,,5.0
2019-10-06 10:27:03+00:00,19.17,6.988587471244898,9.645135766635239,,,5.0
2019-10-06 10:27:04+00:00,18.99,357.3054794323831,9.361187202316149,,,5.0
2019-10-06 10:27:05+00:00,18.83,343.6258433576319,8.585875367117614,,,5.0
2019-10-06 10:27:06+00:00,18.27,326.15225607665803,7.506005713898598,,,5.0
2019-10-06 10:27:07+00:00,16.76,304.6793959835446,6.065031570089363,,,5.0
2019-10-06 10:27:08+00:00,13.53,282.448887478214,4.131195471503995,,,5.0
2019-10-06 10:27:09+00:00,9.74,251.51528479220076,3.5313319242153085,,,5.0
2019-10-06 10:27:10+00:00,5.95,220.58168210618754,2.931468376926622,,,5.0
2019-10-06 10:27:11+00:00,4.82,200.42596235151532,2.7321340251477637,,,5.0
2019-10-06 10:27:12+00:00,5.52,200.33580919810768,3.799008469030274,,,5.0
2019-10-06 10:27:13+00:00,6.84,207.9578790485101,4.537003785722199,,,5.0
2019-10-06 10:27:14+00:00,8.24,213.38018623091276,5.065804507385461,,,5.0
2019-10-06 10:27:15+00:00,9.32,217.15172734938182,5.586651181633939,,,5.0
2019-10-06 10:27:16+00:00,10.25,217.4572115495347,6.0300965776606015,,,5.0
2019-10-06 11:18:03+00:00,22.91,198.40729318291457,11.380250705535294,,5.0,
2019-10-06 11:18:04+00:00,22.74,200.18048538801347,11.267026726640802,,5.0,
2019-10-06 11:18:05+00:00,22.74,201.50055166264667,11.605574239913263,,5.0,
2019-10-06 11:18:06+00:00,22.74,199.7355357174491,11.94489497639029,,5.0,
2019-10-06 11:18:07+00:00,22.74,197.73451031085494,12.037972790824464,,5.0,
2019-10-06 11:18:08+00:00,22.76,197.08942219073927,12.22846544534287,,5.0,
2019-10-06 11:18:09+00:00,22.94,197.57446002108142,12.144044915717203,,5.0,
2019-10-06 11:18:10+00:00,23.02,199.55664699163358,12.049723208137241,,5.0,
2019-10-06 11:18:11+00:00,23.13,201.182575691888,12.177365704721847,,5.0,
2019-10-06 11:18:12+00:00,23.16,202.2615208935347,12.389354482256568,,5.0,
2019-10-06 11:18:13+00:00,23.4,202.26147965478273,12.389350831281405,,5.0,
2019-10-06 11:18:14+00:00,23.52,200.81028943679257,12.385213450472982,,5.0,
2019-10-06 11:18:15+00:00,23.59,201.126710187935,12.41145378009815,,5.0,
2019-10-06 11:18:16+00:00,23.77,199.9964623841839,12.438410390639735,,5.0,
2019-10-06 11:18:17+00:00,23.91,199.67834150851024,12.41352078461203,,5.0,
2019-10-06 11:18:18+00:00,23.91,196.93714070401842,12.334891606293985,,5.0,
2019-10-06 11:18:19+00:00,23.91,194.0882240200881,12.051015470167759,,5.0,
2019-10-06 11:18:20+00:00,23.83,192.72767093276275,11.982988877990165,,5.0,
2019-10-06 11:18:21+00:00,23.66,194.69394192966203,11.85358323641511,,5.0,
2019-10-06 11:18:22+00:00,23.52,197.73399377787817,12.03793808469352,,5.0,
2019-10-06 11:18:23+00:00,23.52,199.03816423221699,12.364885845868509,,5.0,
2019-10-06 11:18:24+00:00,23.6,198.71628196691623,12.341156363092047,,5.0,
2019-10-06 11:18:25+00:00,23.71,197.9153241466608,12.635155093718224,,5.0,
2019-10-06 11:18:26+00:00,23.73,194.56789560490833,12.536881132466345,,5.0,
2019-10-06 11:18:27+00:00,23.91,192.05117234722096,12.29343302763301,,5.0,
2019-10-06 11:18:28+00:00,23.91,191.8229128209437,12.169351299353272,,5.0,
2019-10-06 11:18:29+00:00,23.91,192.38495495260042,12.308950540009295,,5.0,
2019-10-06 11:18:30+00:00,23.91,193.91714415259742,12.500789965299507,,5.0,
2019-10-06 11:18:31+00:00,23.91,197.11012989120994,12.46277416870877,,5.0,
2019-10-06 11:18:32+00:00,23.99,202.30211590585037,12.7539115993508,9.0,5.0,
2019-10-06 11:18:33+00:00,24.18,208.19357507254523,12.88308000433325,9.0,5.0,
2019-10-06 11:18:34+00:00,24.36,211.7506808244161,12.960167907296961,9.0,5.0,
2019-10-06 11:18:35+00:00,24.52,212.02548994674592,12.998899700076153,9.0,5.0,
2019-10-06 11:18:36+00:00,24.76,210.1347038780026,13.000287031492626,9.0,5.0,
2019-10-06 11:18:37+00:00,24.88,208.4800541108169,12.917864461536473,9.0,5.0,
2019-10-06 11:18:38+00:00,24.88,206.4409415302167,12.681108168964707,9.0,5.0,
2019-10-06 11:18:39+00:00,24.86,204.22962647131016,12.329386600919994,9.0,5.0,
2019-10-06 11:18:40+00:00,24.53,202.09212417595398,11.893872126846382,9.0,5.0,
2019-10-06 11:18:41+00:00,24.22,200.48159140793672,11.526650466511919,9.0,5.0,
2019-10-06 11:18:42+00:00,23.87,200.93184082932123,11.084201301735128,,5.0,
2019-10-06 11:18:43+00:00,23.22,200.62772516137832,10.824008684880706,,5.0,
2019-10-06 11:27:17+00:00,21.58,16.23902256740189,11.014805133707421,,,3.0
2019-10-06 11:27:18+00:00,21.58,14.330261255079279,11.259653266595992,,,3.0
2019-10-06 11:27:19+00:00,21.59,14.5492135504536,11.385745842650199,,,3.0
2019-10-06 11:27:20+00:00,21.77,13.83250649085312,11.349787756296179,,,3.0
2019-10-06 11:27:21+00:00,21.77,14.836147061492,11.170389290645375,,,3.0
2019-10-06 11:27:22+00:00,21.77,13.739868120061544,11.11608822380234,,,3.0
2019-10-06 11:27:23+00:00,21.69,7.0420298564718,10.767899064905574,,,3.0
2019-10-06 11:27:24+00:00,21.46,356.68521290784656,10.147050448329573,,,3.0
2019-10-06 11:27:25+00:00,21.04,340.69661281615157,9.318090427616783,,,3.0
2019-10-06 11:27:26+00:00,19.01,318.1711799773289,7.917880338646631,,,3.0
2019-10-06 11:27:27+00:00,16.41,293.06132630098887,6.536234722528748,,,3.0
2019-10-06 11:27:28+00:00,13.53,270.0,4.693774816907633,,,3.0
2019-10-06 11:27:29+00:00,10.34,245.11871267107279,2.9103854941258165,,,3.0
2019-10-06 11:27:30+00:00,7.35,208.15998009393726,2.0202410467561647,,,3.0
2019-10-06 11:27:31+00:00,5.64,197.4180325672885,2.4500536180271317,,,3.0
2019-10-06 11:27:32+00:00,5.44,193.58072654716076,3.4356451566402617,,,3.0
2019-10-06 11:27:33+00:00,6.49,197.28154078731285,4.196967087976524,,,3.0
2019-10-06 11:27:34+00:00,7.35,194.37060842370227,4.1369440502848285,,,3.0
2019-10-06 11:27:35+00:00,7.58,199.76634266478274,3.903541305146094,,,3.0
2019-10-06 11:27:36+00:00,7.82,208.1103086454148,4.669641945024844,,,3.0
